ID,ADI,DURAK_KODU,geometry
5250880,TRİBÜN 1,287811,POINT (29.4111150000077 40.9526099991176)
5250881,AÇIK ALAN1,287821,POINT (29.4135820000077 40.9540189991176)
5250882,TİRİBÜN-2  AÇIK ALAN-2 (1 NOLU GİRİŞ),287831,POINT (29.4159030000077 40.9551789991175)
5250884,TRİBÜN 3- AÇIK ALAN 2 (3-4 NOLU GİRİŞ),287851,POINT (29.4199600000076 40.9594659991174)
5250885,TRİBÜN 4- AÇIK ALAN 3 (1 NOLU GİRİŞ),287861,POINT (29.4179720000077 40.9640609991173)
5251456,YENİ MAHALLE,180262,POINT (28.6329799429458 41.2371676491665)
5251512,ATATÜRK CADDESİ,184941,POINT (28.6497057541142 41.2306420100686)
5251513,ATATÜRK CADDESİ,184951,POINT (28.6498732918928 41.2311792516326)
5251535,İSHAK PAŞA SOKAK,178142,POINT (28.7086809485988 41.3319919858076)
5251541,VADİ CADDESİ,184991,POINT (28.8715372493978 41.0704566240916)
5251542,VADİ CADDESİ,184992,POINT (28.8719979564377 41.0706854889001)
5251632,KALENDER SOKAK,289661,POINT (29.22994400001 40.9767959991174)
5251641,MİMAR SİNAN KÖPRÜSÜ,185222,POINT (28.5632647499402 41.0200896716807)
5251642,MİMAR SİNAN KÖPRÜSÜ,185221,POINT (28.5628744885285 41.0198933906579)
5249742,AKINCILAR MAHALLESİ,100261,POINT (28.8738800000064 41.0160499991152)
5250005,HACIMAŞLI CADDESİ,181622,POINT (28.6974420000063 41.1599329991132)
5250298,CANDAN SOKAK,285681,POINT (29.1443460000107 40.9346899991182)
5250505,RUMELİFENERİ CADDESİ,183041,POINT (29.0581297381291 41.1935643608637)
5250506,RUMELİFENERİ CADDESİ,183042,POINT (29.0582906706699 41.1938772016513)
5250647,ANADOLU LİSESİ,286501,POINT (29.0946219043905 40.8798479255452)
5250648,İSMET İNÖNÜ MÜZESİ,286511,POINT (29.0929320000111 40.8784019991194)
5250650,ALMAN KOYU,286531,POINT (29.0770210000112 40.8726419991196)
5250651,TERK-İ DÜNYA MANASTIRI,286541,POINT (29.0773793900112 40.8698849691196)
5250750,ÖĞRETMEN EVİ,287071,POINT (29.06501700001 40.8847349991185)
5250855,ANADOLU CADDESİ,287681,POINT (29.3365810000087 40.950980999118)
5250856,ANADOLU CADDESİ,287682,POINT (29.3366630000087 40.9516609991179)
5250898,NARİN SOKAK,287951,POINT (29.1690410000101 41.0866569991144)
5251200,KADİROVA CADDESİ,288531,POINT (29.3292725419575 41.0853558582416)
5251201,KADİROVA CADDESİ,288532,POINT (29.3288720000089 41.0857879991151)
5251202,LEYLA SOKAK,184131,POINT (28.6516650000038 41.0272049991158)
5251203,LEYLA SOKAK,184132,POINT (28.6530550000038 41.0272099991159)
5251204,VİLLALAR,288541,POINT (29.3264570000089 41.088738999115)
5251205,VİLLALAR,288542,POINT (29.3262310000089 41.089520999115)
5251208,GÜRGEN SOKAK,288552,POINT (29.3256170000089 41.0960129991149)
5251209,ÖMERLİ PARK,288562,POINT (29.322597000009 41.0959979991149)
5251210,ÖMERLİ PARK,288561,POINT (29.321507000009 41.0955409991148)
5249826,792.SOKAK,181282,POINT (28.6789339999915 41.0446389991136)
5249961,HİCRET PARKI,181501,POINT (28.7574989999996 41.1976089991108)
5249962,HİCRET PARKI,181502,POINT (28.7575249999996 41.1975549991108)
5250127,HAREM PERONLARI 1,285161,POINT (29.0124853800094 41.0085748991157)
5250128,HAREM SONDURAK,285171,POINT (29.0118970823841 41.0075572489528)
5250155,MOTORLU TAŞIYICILAR KOOPERATİFİ,285221,POINT (29.2960300910177 41.1195251067255)
5250262,SELÇUKLU CADDESİ,285521,POINT (29.2916000000091 40.9202999991181)
5250263,PROF.DR.HULUSİ BEHÇET ANADOLU LİSESİ,285531,POINT (29.293800000009 40.9203999991181)
5250264,SENA SOKAK,285541,POINT (29.299600000009 40.9186999991182)
5250302,MİLLİ ŞAİR CADDESİ,182401,POINT (28.1241582836533 41.3010826012117)
5250303,MİLLİ ŞAİR CADDESİ,182402,POINT (28.1244647180125 41.3008498142177)
5250394,ATAKENT CADDESİ,182681,POINT (28.623094964367 40.9893484966056)
5251195,SARIGELİN SOKAK,288491,POINT (29.2681680000093 40.9115299991183)
5251250,SEVGİ SOKAK,288672,POINT (29.2602380000096 40.9895359991171)
5251207,GÜRGEN SOKAK,288551,POINT (29.3257090000089 41.0957669991149)
5251244,ALIŞVERİŞ MERKEZİ,288632,POINT (29.1226340000109 40.9516719991179)
5251277,KAĞITHANE BARBAROS CADDESİ,184321,POINT (28.9873955890781 41.0885078539742)
5251278,KAĞITHANE BARBAROS CADDESİ,184322,POINT (28.9873850669389 41.0888108441509)
5251281,CEBECİ KÖYİÇİ,184351,POINT (28.8810940000067 41.122702999113)
5249762,BÜYÜKÇEKMECE MİMAR SİNAN DEVLET HASTANESİ,180951,POINT (28.5564049999955 41.0167189991152)
5249763,KORDON SOKAK KAVŞAĞI,181021,POINT (28.4771869999872 41.318507999109)
5249764,KORDON SOKAK KAVŞAĞI,181022,POINT (28.4772880399872 41.3185176191091)
5249860,MİKAİL SOKAK,264102,POINT (29.2418800000096 41.016678999116)
5249861,YEŞİL CAMİİ,264131,POINT (29.1417000000102 41.0915999991143)
5250043,ELMAKSAN SOKAK,284881,POINT (29.1995000000098 40.9744999991168)
5250081,FERAH CADDESİ,261493,POINT (29.0712410994254 41.0229455072459)
5250429,VEZNECİLER,305071,POINT (28.9600361050076 41.0120053620731)
5250616,ŞEHİR HASTANESİ-ONKOLOJİ RUH SAĞLIĞI VE HASTALIKLARI,183292,POINT (28.7739970000008 41.1062929991129)
5250848,YEŞİL BAHÇE,287662,POINT (29.4589866531421 40.9785050356172)
5251009,İRFAN CADDESİ,288081,POINT (29.3670388238903 40.8996779476737)
5251020,YILMAZ SOKAK,209972,POINT (29.1981632012332 40.8945556355833)
5251033,ESİN SİTESİ,223661,POINT (29.0725988629349 41.001467664839)
5251331,ŞELALE PARK ALT GEÇİT,288891,POINT (29.3209057675379 40.8594077086158)
5251358,FESLEĞEN SOKAK,184541,POINT (28.3653295562489 41.2162304511059)
5251359,FESLEĞEN SOKAK,184542,POINT (28.3657662601972 41.2159526294159)
5251369,SEVİM ÇUHADAROĞLU İLKOKULU,184591,POINT (28.6353959999854 40.9970229991143)
5251370,SEVİM ÇUHADAROĞLU İLKOKULU,184592,POINT (28.6355909999855 40.9970349991144)
5251614,GÜNEL SOKAK,185141,POINT (28.7561514609463 41.0915372981778)
5251615,GÜNEL SOKAK,185142,POINT (28.7565578156121 41.0915120297362)
5249746,HASAN FERRUH ÖZGEN ANADOLU LİSESİ,263591,POINT (29.2088000000097 40.9136999991181)
5249819,AVNİ ANIL CADDESİ,181212,POINT (28.6996849999939 41.0285649991141)
5249970,GALERİCİLER SİTESİ,181521,POINT (28.847831000005 41.063098999114)
5250579,SULTANBEYLİ AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,286272,POINT (29.2609130000094 40.9812769991168)
5250631,ADLİYE,286341,POINT (29.1219950000109 40.8702919991196)
5250632,KÖŞK,286351,POINT (29.1174504086324 40.8695768933513)
5250633,NİZAM CADDESİ,286361,POINT (29.1154690000109 40.8668069991197)
5250634,NİZAM CAMİİ,286371,POINT (29.1165116354772 40.8638183299598)
5250635,DİLBURNU,286381,POINT (29.1139363000109 40.8612851191198)
5250636,LUNAPARK,286391,POINT (29.1204916203914 40.8576011869845)
5250637,ESKİBAĞ SEYİR TERASI,286401,POINT (29.1147576293835 40.8496756163343)
5250830,İHTİSAS CADDESİ,261562,POINT (29.5797800000056 41.1583969991134)
5241204,OKLALI KÖYÜ,128731,POINT (28.4809189999877 41.2233844991111)
5250923,GÖKKUŞAĞI SOKAK,183551,POINT (28.7025090000064 41.0144039991162)
5250924,EZGİ SOKAK,183561,POINT (28.7053629999945 41.0124489991145)
5251261,ANADOLU SOKAK,116982,POINT (29.0312361481575 41.1597268153993)
5251262,KAZIM KARABEKİR MAHALLESİ YOLU,116992,POINT (29.0294712866836 41.1616875030376)
5249723,BAHÇEEVLİ SOKAK,262792,POINT (29.0941230000113 41.1396149991139)
5250368,HARMANLAR CADDESİ,285861,POINT (29.4594340000073 41.1851089991129)
5250369,HARMANLAR CADDESİ,285862,POINT (29.4593344679233 41.1851313623549)
5250453,FULYA CADDESİ,182851,POINT (28.3184515821263 41.0833657633731)
5250454,FULYA CADDESİ,182852,POINT (28.3185186373517 41.083759998827)
5250726,POLİS MERKEZİ,286891,POINT (29.1275580000101 40.8730079991189)
5250862,KİPTAŞ SİLİVRİ,183461,POINT (28.1939631709687 41.0837641239497)
5251076,POLONEZKÖY YOLU,288221,POINT (29.1788431996771 41.1082814272491)
5251077,POLONEZKÖY YOLU,288222,POINT (29.1786205763289 41.1084441142994)
5251347,ZİYA GÖKALP METRO,184531,POINT (28.7863350625699 41.0745609430674)
5251360,MEHMET AKİF MAHALLESİ MUHTARLIĞI,288951,POINT (29.1409898062815 41.0072397505829)
5251361,HİCRET SOKAK,288961,POINT (29.14094126351 41.0044160314268)
5251404,YEŞİL PARK,184632,POINT (28.6447670000033 41.0243589991159)
5251405,YEŞİLPARK,184631,POINT (28.6443890000033 41.0239669991159)
5251453,GÜNEY SOKAK,184681,POINT (29.0239604415495 41.1589315375495)
5251483,DEPO,289322,POINT (29.2374330000099 41.0002039991169)
5251491,AKTUĞ SOKAK,184831,POINT (28.5234524820099 41.0356630686909)
5251492,AKTUĞ SOKAK,184832,POINT (28.5239678088343 41.0351550298144)
5251522,D-100 GÜNEY YANYOL,289342,POINT (29.2138849533297 40.9040212207249)
5251527,KIRAÇ SOKAK,289381,POINT (29.1008280364891 41.1608717478703)
5250490,ŞİRİNEVLER,111045,POINT (28.8443001418057 40.9915208481529)
5250503,ŞEHİT BÜLENT ÜSTÜN PARKI,183031,POINT (28.913382083485 41.0772354405024)
5250504,ŞEHİT BÜLENT ÜSTÜN PARKI,183032,POINT (28.9131440374349 41.0772354405024)
5250825,CUMHURİYET CADDESİ,215252,POINT (29.6089830110111 41.1695584956342)
5250894,DOĞRU SOKAK,287931,POINT (29.4370520000075 41.0810669991149)
5251313,ÖMER HAYYAM CADDESİ,288822,POINT (29.2395210000099 41.0139079991166)
5251314,AMAÇ SOKAK,288832,POINT (29.2354770000099 41.0129529991166)
5251317,TEPEÖREN MESLEKİ TEKNİK VE ANADOLU LİSESİ,288852,POINT (29.3869297402002 40.9070287532404)
5251325,İPEKBÖCEĞİ SOKAK,288871,POINT (29.3106650000088 40.8516629991196)
5251326,YENİ MAHALLE METRO,184451,POINT (28.8929807902992 41.0834327670277)
5251383,DEDEOĞLU CADDESİ,289002,POINT (29.0965313304252 41.1075475786759)
5251384,KİREMİTDERE CADDESİ,262712,POINT (29.0901320000113 41.1074789991146)
5251413,VURAL SİTESİ,219023,POINT (29.1400780713639 41.0032072893837)
5251414,KANUNİ CADDESİ,289091,POINT (29.2378956137346 40.970484143244)
5251415,KANUNİ CADDESİ,289092,POINT (29.2376810575749 40.970470037905)
5251424,SAZLI ÇIKMAZI,289131,POINT (29.1399561787128 41.1433902087832)
5251425,SAZLI ÇIKMAZI,289132,POINT (29.1390341560973 41.1434370057912)
5251434,BAŞKOMUTAN CADDESİ,289191,POINT (29.3279320000088 40.8660709991198)
5251445,SAHİL GÜVENLİK İKMAL MERKEZİ  KOMUTANLIĞI,289241,POINT (29.3252342215076 40.8217106914561)
5251449,KARADENİZ MAHALLESİ,178152,POINT (28.6907332704167 41.1844182092115)
5250308,HOŞDERE-BAHÇEŞEHİR YOLU,182431,POINT (28.659994999989 41.0732189991129)
5250411,ŞEYH ŞAMİL CAMİİ,182731,POINT (28.7578373263025 41.2050949210461)
5250412,ŞEYH ŞAMİL CAMİİ,182732,POINT (28.757669688239 41.2049133028696)
5250736,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA AVCILAR KAMPÜSÜ,123545,POINT (28.7216299999962 40.9883309991152)
5250751,CENNET YOLU SOKAK,287081,POINT (29.0618750000113 40.8845269991193)
5250785,SEMİZKUMLAR ÜSTGEÇİT,183412,POINT (28.1522519997547 41.0761889991046)
5250797,TAŞLIMAHALLE,287342,POINT (29.4557180000073 41.0721689991154)
5250800,KÖMÜRLÜK CADDESİ,287361,POINT (29.4374440000075 41.0782809991152)
5250803,ÜVEZLİ CADDESİ,287372,POINT (29.4423700000074 41.1070479991142)
5250810,ŞEHZADE SOKAK,183442,POINT (28.7861430000094 41.1128789991143)
5251377,CENGİZHAN CADDESİ,289011,POINT (29.1014815854323 41.1064742976068)
5251378,BEYKOZ KONAKLARI VAKFI ORTAOKULU,289021,POINT (29.1040949601831 41.1085638391659)
5251484,DEPO,289321,POINT (29.2382150000096 41.0011069991163)
5251536,BALABAN YOLU,180122,POINT (28.6300172729244 41.3079363602202)
5251543,TEKSTİLKENT ÇARŞI,185001,POINT (28.865626297542 41.0669973015463)
5251544,TEKSTİLKENT ÇARŞI,185002,POINT (28.865820650156 41.0671597947319)
5251545,ARITMA TESİSİ,185011,POINT (28.869318475452 41.0634209619477)
5251546,ARITMA TESİSİ,185012,POINT (28.8695357343822 41.0636292626166)
5251561,HALK EKMEK,176062,POINT (28.0421450485071 41.0513457929647)
5249804,PLATİN ÇIKMAZI,264121,POINT (29.2527400000095 41.0720399991148)
5250185,SÜLEYMANİYE MAHALLESİ,182121,POINT (28.6870769999925 41.0447379991137)
5250186,SÜLEYMANİYE MAHALLESİ,182122,POINT (28.6870163225572 41.0447018335856)
5250187,HADIMKÖY-ALTINŞEHİR YOLU,182131,POINT (28.6548169999883 41.0774839991128)
5250188,HADIMKÖY-ALTINŞEHİR YOLU,182132,POINT (28.6542379999882 41.0774109991128)
5250255,MANOLYA SOKAK,285501,POINT (29.2866200000091 40.9290319991179)
5250256,MANOLYA SOKAK,285502,POINT (29.2869747221514 40.9290526378091)
5250373,KÜLTÜR SOKAK,285881,POINT (29.0884090000102 41.0152119991158)
5250501,BASIN EKSPRES CADDESİ,183021,POINT (28.8104324694731 41.035483607679)
5250510,TURGUT REİS İTFAİYE İSTASYONU,183061,POINT (28.8670970793492 41.0644885400746)
5250561,DÜĞÜN SALONU CADDESİ,183161,POINT (28.3601658588483 41.2572567650003)
5250562,48.SOKAK,286221,POINT (29.1819250000105 40.9867039991171)
5250563,DÜĞÜN SALONU CADDESİ,183162,POINT (28.3600076085163 41.257217817386)
5250762,KÖPRÜBAŞI,287162,POINT (29.2737238043741 41.13473919645)
5251156,BİZİM SOKAK,184002,POINT (28.5301085774035 41.0000180830238)
5251442,ADNAN MENDERES BULVARI,289222,POINT (29.2348755451501 40.8834549518331)
5251487,BAĞLAR 1 CADDESİ,184811,POINT (28.5172553371315 41.028343221891)
5249733,BOZGOCA KÖYÜ GİRİŞİ,263712,POINT (29.7737320000031 41.1403639991138)
579619,EMİNÖNÜ,307031,POINT (28.9660940000115 41.0194669991164)
293643,ORMAN FAKÜLTESİ,113091,POINT (28.9901279878458 41.1759590176607)
441,GÖÇBEYLİ SAPAĞI,229171,POINT (29.3908299999949 40.9450420005452)
13,GÖNÜL SOKAK,207932,POINT (29.3392449999946 40.8817150005352)
659532,ZEYTİNBURNU,-341,POINT (28.8916219776482 41.0011709903721)
509460,ŞEHİT TAHSİN GEREKLİ,100232,POINT (28.7148149613035 41.0640100019915)
103,KARAKOL,207002,POINT (29.3610129999948 40.8355020005279)
472,MAKASBAŞI,212561,POINT (29.4048719820333 40.7856369607635)
580481,ŞEHİT ONUR KILIÇ,222211,POINT (29.1009629999914 41.025583000558)
334,ESKİ ANKARA CADDESİ,212942,POINT (29.3462949999945 40.9272730005423)
508976,KANLICA SİTESİ,129221,POINT (28.8043969999827 41.0989540005694)
681239,ATMACA SOKAK,204582,POINT (29.0905779999913 41.0146940005561)
508988,MİSSTANBUL EVLERİ,130481,POINT (28.8065255942055 41.0943160989542)
893,SINIR CADDESİ,210061,POINT (29.3610140222382 41.0073580303791)
293016,BEYKOZ KORUSU,219581,POINT (29.0941429999911 41.1298730005747)
1008,AYDINLI PARK,212402,POINT (29.3253650000088 40.8678799991197)
293053,ALİBAHADIR,219751,POINT (29.2029960478946 41.1795950268174)
293050,KAYNARCA YOLU,219732,POINT (29.1367089690508 41.155507987829)
5250340,HAREM PERON 3,285811,POINT (29.0106680000115 41.0081369991167)
5250480,162.SOKAK,285981,POINT (29.2402000000096 41.0602019991151)
5250543,UYSAL CADDESİ,286141,POINT (29.2265790000097 41.013580999116)
5251137,OTOPARK-2,288341,POINT (29.4199310000076 40.9612129991174)
5251238,HACI ARİF BEY SOKAK,288591,POINT (29.0755130000101 41.0266779991155)
5251245,HOBİ BAHÇESİ,288641,POINT (29.094833516895 41.1006215038813)
5251246,HOBİ BAHÇESİ,288642,POINT (29.0949300000112 41.1013639991147)
5251471,KALKANLI CADDESİ,289301,POINT (29.2340730000097 41.1762659991126)
5251472,KALKANLI CADDESİ,289302,POINT (29.2340974561524 41.1763615370174)
5251485,KÜÇÜKÇEKMECE ADALET SARAYI,184801,POINT (28.8106681688924 40.9997195800605)
5251495,SANAYİ CADDESİ,184851,POINT (28.6346279999853 41.0906059991123)
5251496,ISISO SANAYİ SİTESİ,184861,POINT (28.6407449999863 41.0912589991124)
5251514,CEVHER ÇIKMAZI,184961,POINT (28.4473959110404 41.1951058288188)
5251517,EVRİM SOKAK,184972,POINT (28.6753956549664 41.1117644256595)
5251521,KARTAL CADDESİ,289332,POINT (29.2163561816343 40.9111515579272)
5251525,NADİDE SOKAK,289361,POINT (29.0792734991272 41.0271059591352)
5251528,YANYOL CADDESİ,262202,POINT (29.2867522070165 40.8576082510749)
5249718,SELÇUK CADDESİ,263691,POINT (29.311201000009 40.9588879991178)
5249719,SELÇUK CADDESİ,263692,POINT (29.3113120000089 40.9593119991173)
5249720,UZUNDERE,262182,POINT (29.296216000009 40.9592939991173)
5250049,ŞEHİT MUSTAFA CANBULDU,284931,POINT (29.20093000001 41.1823089991124)
5250204,13.CADDE,182241,POINT (28.0862359996808 41.0601239991027)
5250258,ASKERİ KIŞLA,182321,POINT (28.6402459999862 41.0977849991122)
5250259,ASKERİ KIŞLA,182322,POINT (28.6406749999863 41.0977439991123)
5250301,BİLLUR SOKAK,182392,POINT (28.3023687183102 41.0729615077585)
5250443,MECİDİYEKÖY METROBÜS,309101,POINT (28.9920628860954 41.0665062960285)
5250444,MECİDİYEKÖY METROBÜS,309121,POINT (28.9922692485703 41.0663167667412)
5250462,OKMEYDANI HASTANE METROBÜS,182891,POINT (28.9753320000116 41.0670929991154)
5250526,ÜMRANİYE,260113,POINT (29.0980754130073 41.024378058298)
5250701,DOLMABAHÇE CADDESİ,286772,POINT (29.8300320548201 41.1075286739166)
5250743,KÜLHAN SOKAK,287001,POINT (29.0441328981575 40.9130773091172)
5250835,PERVANE SOKAK,287561,POINT (29.1333210000101 40.8731779991189)
5250836,KUMSAL,287571,POINT (29.1348050000101 40.8727449991189)
5250837,ŞAFAK ORDUEVİ,287581,POINT (29.0991340000101 40.8730869991188)
5250838,DEĞİRMENBURNU 1,287591,POINT (29.0926120000101 40.8838239991185)
5250839,SERAP SOKAK,287601,POINT (29.05291100001 40.906637999118)
5250954,ÇUKURÇEŞME CAMİİ,110612,POINT (28.9057180000075 41.0599679991143)
5251007,PROF. DR. FERİHA ÖZ HASTANESİ,222453,POINT (29.2116840000098 41.0006919991163)
5250414,AYMAKOOP SANAYİ SİTESİ,182741,POINT (28.7878500000018 41.0800229991135)
5251385,ŞİLE YERYÜZÜ PAZARI,289041,POINT (29.6092375488083 41.1724908288157)
5251488,BAĞLAR 1 CADDESİ,184812,POINT (28.5174000682454 41.0289029271445)
5251489,AHSEN SOKAK,184821,POINT (28.520983973124 41.0340885105184)
5251490,AHSEN SOKAK,184822,POINT (28.5213528646038 41.034634428684)
5251500,EMLAKKONUT BAHÇEKENT ANADOLU LİSESİ,184881,POINT (28.6489999999875 41.0958579991123)
5251510,MİMAR SİNAN ÜNİVERSİTESİ,184931,POINT (29.001551177254 41.0410763279361)
5251511,MİMAR SİNAN ÜNİVERSİTESİ,184932,POINT (29.0025835000116 41.041068199116)
5251540,DEPO,289323,POINT (29.2381480000099 41.0017939991169)
5251625,ÇİFTEBAKKALLAR,185182,POINT (29.0525827748417 41.1734297902838)
5251627,DURSUNKÖY CADDESİİ,185192,POINT (28.6382870221622 41.2022282180287)
5251648,MİMAR SİNAN CADDESİ,289711,POINT (29.2503552715679 40.9884528478918)
5251649,ÇANKAYA SOKAK,289721,POINT (29.249556768221 40.9909352620727)
5251661,MALTEPE,225323,POINT (29.1329320204994 40.9263828130855)
5251670,AYDINLAR KÖY İÇİ,185282,POINT (28.203355900952 41.374882507759)
5251674,ÇİMENTO FABRİKASI,289762,POINT (29.3002420000092 41.1181549991144)
5251675,KÜÇÜK AŞAĞI KÖYÜ,262282,POINT (29.8814742990016 41.1131823317699)
5251685,KURTKÖY MAHALLESİ METRO,289821,POINT (29.295970487904 40.9099352205767)
5249759,ÇIRÇIR METRO,302581,POINT (28.9376180000079 41.0798469991138)
225,YAVUZ SOKAK,260442,POINT (29.3678705276396 40.8557013615379)
681237,GÜZELTEPE MUHTARLIĞI,204541,POINT (29.0705469999909 41.0455360005611)
579196,YUNUS EMRE KÖPRÜSÜ,131082,POINT (28.8482030201007 41.0325359963748)
313,BAHAR CADDESİ,212261,POINT (29.3269129999945 40.8686580005331)
1460,UĞUR CADDESİ,209952,POINT (29.2025640000102 40.899015999119)
1621,İSTASYON,225411,POINT (29.1678269999927 40.9008210005382)
578642,AŞIK VEYSEL ANADOLU LİSESİ,224432,POINT (29.0886079999913 40.9971980005534)
1734,DR. LÜTFİ KIRDAR ŞEHİR HASTANESİ ACİL,228472,POINT (29.1700989999927 40.9156600005405)
579547,BEZMİALEM VAKIF ÜNİVERSİTESİ,107221,POINT (28.9352579999879 41.020745000557)
659517,BAKIRKÖY,-1529,POINT (28.8757000396017 40.9961720045879)
98,KAVAK CADDESİ,206981,POINT (29.3609110223336 40.8285750303663)
508838,ŞEHİT HAKİ ARAS,124302,POINT (28.7471959999797 41.0637280005636)
683911,KOÇ ÜNİVERSİTESİ KAMPÜSÜ,114342,POINT (29.07225396138 41.2062350315918)
681216,SELVİLER,201952,POINT (29.081745028866 41.0211040037964)
284571,KINALITEPE SİTESİ,100751,POINT (28.0955899998077 41.0630190005584)
578386,YAVUZ SELİM CADDESİ,126871,POINT (28.8612700000108 41.0270219991161)
292227,PARK,177181,POINT (28.6898650067321 41.0175330218835)
5250061,ÇİFTLİK,263022,POINT (29.3758060000082 40.9939539991166)
5250150,HACI KAMİL DEMİRÖZ CAMİİ,182021,POINT (28.66723799999 41.1025469991123)
5250344,ADNAN KAHVECİ BULVARI,182471,POINT (28.6366809094869 41.0235410925485)
5250358,GÖKOVA CADDESİ,182511,POINT (28.7815363499941 41.1004360872959)
5250499,MELİKŞAH SOKAK,183011,POINT (28.7662312009354 41.1247646962191)
5250500,MELİKŞAH SOKAK,183012,POINT (28.7659315775709 41.1247817992537)
5251538,İLÇE MİLLİ EĞİTİM MÜDÜRLÜĞÜ,289411,POINT (29.2314505238251 41.001140583167)
5251539,15 TEMMUZ STADYUMU,289421,POINT (29.2281111237971 41.0015962729332)
5251550,HANEDAN SOKAK,185031,POINT (28.6097193497943 41.1765587841712)
5251551,HANEDAN SOKAK,185032,POINT (28.6099191743659 41.176635500681)
5251552,GECEM SOKAK,289441,POINT (29.2674210000095 40.9704729991175)
5251553,SULTANBEYLİ KIZ ANADOLU İMAM HATİP LİSESİ,289451,POINT (29.2674281688936 40.9693842344382)
5251554,YAHYA KEMAL BEYATLI CADDESİ,181372,POINT (28.7073864331754 41.0768127652204)
5251555,SARAY PATI SOKAK,181362,POINT (28.7078507969571 41.0790666466023)
5251556,ISPARTAKULE BULVARI 2,181392,POINT (28.709352159767 41.0779451757754)
5251567,BAKLALI HACIMAŞLI CADDESİ,185052,POINT (28.657094453181 41.2636760558104)
5251583,MESCİD-İ SELAM,303131,POINT (28.8490662671666 41.1182179868334)
5251584,RUMELİ ÇIKMAZI,185091,POINT (28.402772016887 41.4000910150628)
5251585,RUMELİ ÇIKMAZI,185092,POINT (28.4031770304484 41.4001352779885)
5249865,NEŞETBEY,223131,POINT (29.0520760000114 41.0257749991163)
5249866,NEŞETBEY,223132,POINT (29.0511240000114 41.0257919991163)
5250285,AYTAŞI SOKAK,285661,POINT (29.2885150000092 40.8711299991197)
5250287,FİDANLIK,285671,POINT (29.2847060000094 41.1243239991143)
5250288,FİDANLIK,285672,POINT (29.2845767886612 41.124514280827)
5250299,CANDAN SOKAK,285682,POINT (29.1445793479879 40.9346505697126)
5250365,DEREBOYU MEYDANI,182551,POINT (28.062927999649 41.2368889990978)
5250398,ECEM OBA SAPAĞI,182701,POINT (28.0879699996819 41.1805809991001)
5250431,ATAY CADDESİ,262512,POINT (29.1109401654226 41.0088065384636)
5250511,DENİZYOLU CADDESİ,183071,POINT (28.5987897914708 40.9703130127021)
5250512,DENİZYOLU CADDESİ,183072,POINT (28.5985765558541 40.9701808682486)
5250670,ÇANDARLI SOKAK,286731,POINT (29.0523160000113 40.9071529991189)
5250671,GÜNSERİ SOKAK,286741,POINT (29.0550460000113 40.9050779991189)
5250672,KINALI,286751,POINT (29.0548805936405 40.9080932665812)
5250773,MEHTAP SOKAK,287211,POINT (29.0672096049407 40.881959450041)
5251144,HZ. EBUBEKİR CAMİ,183962,POINT (28.9693924961542 41.0923738167068)
5251410,GÜZELCE KAPALI PAZAR,184651,POINT (28.5137502650954 41.0040197447965)
5251428,ÖRNEKKÖY SAĞLIK OCAĞI,289151,POINT (29.1468438757982 41.1451405601904)
5251429,ÖRNEKKÖY SAĞLIK OCAĞI,289161,POINT (29.1465995413868 41.1446853473665)
5251430,TAHTAKÖPRÜ SOKAK,289171,POINT (29.1677296368857 41.1523142165684)
5249977,YENİ ŞAHİN SOKAK,222023,POINT (29.0681948541183 41.0390314358944)
5249979,İSTANBUL HAVALİMANI,301541,POINT (28.7395367863923 41.2599345856744)
5250223,HAMZALAR SOKAK,285441,POINT (29.2835270000094 40.9882029991172)
5250374,DEMOKRASİ CADDESİ,182561,POINT (28.6328065875608 40.9784813793101)
5250375,DEMOKRASİ CADDESİ,182562,POINT (28.633108336075 40.9781143561768)
5250376,AKSU SOKAK,182571,POINT (28.6353868582042 40.9811439388901)
5250383,KAZIM KARABEKİR CAMİİ,182611,POINT (28.9100690000113 41.079457999115)
5250384,915.SOKAK,182621,POINT (28.9101580000077 41.078187999114)
5250540,SANCAKTEPE AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,286121,POINT (29.220731741263 40.9823557249055)
5250576,SULTANBEYLİ DEVLET HASTANESİ ACİL,286261,POINT (29.2859100000091 40.9860999991167)
5250577,SULTANBEYLİ DEVLET HASTANESİ ACİL,286262,POINT (29.2859550000093 40.9859029991172)
5250580,KOSOVA SOKAK,286281,POINT (29.2228670000097 40.9822369991167)
5250912,BAĞ SOKAK,216491,POINT (29.0949710785491 41.0285582662666)
5250926,TANRIÖVER CAMİİ,119911,POINT (28.9832270000093 41.0857499991141)
5250929,FAZİLET PARKI,119891,POINT (28.9808170000093 41.0821589991141)
5250930,YAVUZ SELİM PARKI,119881,POINT (28.9784190000093 41.0824209991141)
5251023,YEŞİLVADİ,288151,POINT (29.475662000007 41.1223189991141)
5251048,SEVİLEN SOKAK,288181,POINT (29.1473228662459 41.0245341580484)
5251094,KAVACIK MAHALLE MUHTARLIĞI,288241,POINT (29.0833590000113 41.0926569991149)
5251095,KAVACIK MAHALLE MUHTARLIĞI,288242,POINT (29.0833130000113 41.0925729991149)
5251096,GENÇLİK CADDESİ,288251,POINT (29.2350624444596 41.0197171790839)
